review_id,listing_id,date,reviewer_name,comments,listing_name,neighbourhood,borough,room_type,nightly_price,review_scores_rating
8698950,55959,2013-11-12,Leslie,"My stay with Gus and Holly was delightful, which was a great first experience with using Airbnb. As hosts, they were very attentive to anything you may need and had great suggestions for local food, coffee, and bars. Not to be missed: their mind blowing theories about Jon Snow if you are a fan of Game of Thrones!<br/><br/>Their apartment is cozy and homey which is exactly what you need when you are so far from your own home. It's a great place to hang out, cook, drink, and unwind. There's also plenty of incredible books and music references and Star Wars memorabilia. (Spoiler alert: there is a light saber in your room!) I stayed in the loft bedroom which was perfect because it has a desk and plenty of storage space.<br/><br/>Gus & Holly are located right in the heart of Williamsburg, which is the hippest part of Brooklyn. So many things to do, so little time! It was just blocks from the L train so getting to Manhattan was very easy. Also, I felt very safe walking home alone at night.<br/><br/>*Note: Must love cuddly friendly cats. Also, there is a three story walk-up so don't bring too much luggage like I did!<br/><br/>Amazing place to crash while visiting the city! I would definitely stay here again and recommend it to anyone! ;)",Work From Our Home w/ Loft,Williamsburg,Brooklyn,Private room,$238.25,4.87
8857396,83243,2013-11-22,Yifat,The apartment was great and comfortable. I stayed there with a friend for 9 nights and we enjoyed it a lot. The apartment is very close to the subway (J). I would defiantly go back there on my next visit to NY. ,Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,Bushwick,Brooklyn,Entire home/apt,$70.47,4.44
9195434,204065,2013-12-12,Gillian,"Erica was a wonderful host, and made the booking process very easy. Her home was very bright and peaceful, a perfect sanctuary to come home to after a long day exploring New York! Would definitely recommend her place. ",St. James Place 1.5-2bdrm 1block to PRATT & Gtrain,Clinton Hill,Brooklyn,Entire home/apt,$149.69,4.58
9284457,260755,2013-12-18,Sheryl,"While we didn't get to meet Rad in person, his wonderful neighbor Jill met us and made sure we were all settled in with all the information we needed. She was very knowledgable about the area and was able to give us some wonderful tips on some great restaurants nearby. Rad's place was a really great place to stay for us. Communication was quick and seamless. He was very organized, giving us all the information we needed in a very timely manner. The TriBeCa area is lovely, and so are Rad and Jill. We would definitely stay there again!",Tribeca Artist Loft 1000 sq/feet,Tribeca,Manhattan,Entire home/apt,$437.54,4.73
9419902,874706,2013-12-28,Adeoluwa,"Joan's place is nice and cozy, in a lovely neighborhood and close to center of town via the subway and by bus. The best part of the experience is not the place but the hosts: Joan and Fred. Such a lovely couple! One warning though, don't go alone as you may not want to leave.",Fully Updated Modern 1 Bedroom Apartment,Kensington,Brooklyn,Entire home/apt,$97.34,4.68
9481964,1817510,2013-12-30,Angela,"We have a great time at Chris and Charisse place, they're really friendly. The place was great clean, organize, new and close to the metro station.  We are happy to recommend this place for any one who wants to visit NY.",Skylight BR in Gorgeous Private Rooftop Apt,Bushwick,Brooklyn,Entire home/apt,,4.73
9515661,953314,2014-01-01,Yodon,"A great apartment for a large family.    My family visiting from afar enjoyed their stay thoroughly and felt right at home.   Thank you Balram, for a great stay.",Midtown Manhattan Duplex,Midtown,Manhattan,Entire home/apt,$808.73,4.66
9876913,296361,2014-01-16,Li,"Ir was such an amazing time at Vivian's place, it was super quiet, the house and barroom was always clean, Vivian's son is really happy and respectful as his mom, the room is just want I needed as just as the picture describes :). The location is fantastic, 5 minutes to the train station, 5 minutes to 2 malls, 5 minutes to the laundry, half an hour to manhattan. The heating is good as well. Vivian was a great host! I'll highly recommend this place. ",Nice Private Room Beauty in Queens,Elmhurst,Queens,Private room,,4.79
10309504,107630,2014-02-12,Amanda (Anda),"This was my fifth time renting from Maya (if that's not a ringing endorsement, I don't know what is!), and my first time staying in the sweet historic duplex. It certainly was sweet, and I was more than happy with everything. Maya is a truly wonderful host. Everything is always very clean, comfortable and well-decorated/designed. Yet another amazing stay! I couldn't ask for anything more.",Sweet Historic Greenpoint Duplex,Greenpoint,Brooklyn,Entire home/apt,$197.30,4.76
10466781,1864061,2014-02-20,Jeremy & Kylie,"Coates was an amazing host.  From the very moment I booked, he was extremely responsive and polite.  I was out for a business trip and once my colleague and I arrived, we were more than impressed.  The place was immaculate and had lots of breathing room.  It was comfortable and we enjoyed coming back after long days of work.  When I come back to New York, if this condo is available, I will definitely be staying here.  Hopefully, I can get back on a personal trip since it's right in the theater district!  ","Conv. 2 Bedroom Luxury Condo, Amazing Views",Hell's Kitchen,Manhattan,Entire home/apt,,4.91
10580732,1581579,2014-02-25,Stanislav,Everything was good. Had a small mishap but Ryan was quick to get things cleared. Spot is nice and comfortable. Shower was clean. The neighborhood is lovely. I would recommend this and would stay there again.,Luxe Astoria: Spacious Suite -near Subway & Park,Ditmars Steinway,Queens,Private room,$298.50,4.89
12082750,2538248,2014-04-22,María Cortes,Fuimos cuatro personas y todo fue estupendo. Lo recomiendo al 100%.,Large newly renovated studio,Harlem,Manhattan,Entire home/apt,$281.75,4.51
12687889,2538248,2014-05-08,Kamila,"Patricia, thank you very much! We had wonderful stay. Subway is really right around the corner, and it takes you directly to Times Square (15 -20 minutes), Wall street and other places. We had absolutely no problems to get to the apartment. Neighborhood was safe - across the street there is community center, on the other side you can find hospital. Patricia was very helpful, she left us brochure with all places we should visit, restaurants, shopping malls, etc.. When we had a problem with water, she came in few minutes and made it work. Before we came, she gave us options of how to get there. Bed and also futton bed were really comfortable - 4 of us had no problem with sleeping. I personally loved bathroom!! It was very clean, towels were provided. Kitchen had everything you need. I would definitely recommend this place for short term stay! Thanks again Patricia!",Large newly renovated studio,Harlem,Manhattan,Entire home/apt,$281.75,4.51
13297308,1758391,2014-05-24,Andrey,I had a nice hassle free stay at Angelo's. I think it is a good value for money. Trains are rather loud and annoyed me during the day but I slept well and spent most of the time outside the apartment. The host is very easy going and most likely to offer you an ice cream. ,"Sunny Room, Only 1 Block to Subway!",Bedford-Stuyvesant,Brooklyn,Private room,,4.53
13619644,2904661,2014-06-01,Cleatus,I stayed at Estudio 129 with my girlfriend and 2 friends and it was all of our first experience using airbnb.  We all absolutely loved the place.  It was very clean and Ron was there to greet us when we arrived.  We were somewhat nervous because of its location but never once felt unsafe in the area and were happy to find several nice restaurants within a few blocks of the apartment.  Because of our experience here we will all use airbnb in the future and would absolutely stay in Estudio 129 again.  ,Estudio 129,Harlem,Manhattan,Entire home/apt,$92.60,4.74
13744261,216080,2014-06-03,Kim,"We had a wonderful stay at this beautiful Brooklyn brownstone. Accommodations were very comfortable, spacious (entire third floor) and very clean. The neighborhood is family-oriented, shaded with trees and within easy walking distance of nice restaurants, transportation (subway, bus, taxi), a large park and downtown Brooklyn. We would definitely recommend it.",Spacious & Sunny Safe Haven,Fort Greene,Brooklyn,Private room,,4.91
14036028,1209921,2014-06-10,Intissar,"That was our first Airbnb experience (we booked ""Authentic NYC Living 2"" but we stayed at ""OZWELL'S Overnight Lux Experience 2"") and it was a great one. We loved our stay at Rodney and Desmond's place, they were both nice and very helpful. They provided us everything we need and they gave us a lot of advices about Brooklyn and Manhattan. We couldn't have the apartment at our arrival but the next day due to an accident that the previous renters had, so Desmond booked a hotel for us and it was ok. The 2nd day, Rodney came and took us to the apartment. It was huge (its designed for 5-6 person i guess), we only used the half of it. The kitchen was well equipped, the bed was comfortable and the bathroom was very nice. The house is well situated in a quite neighborhood, subway is in 5min walks and we had access to Manhattan with the express line (about in 15min). The last day, Desmond took us to the airport at 6am in a heavily raining day ! We stayed here 2 weeks and we loved it! We would greatly come again ! Thank you Rodney and Desmond !",Authentic NYC Living 2,Bedford-Stuyvesant,Brooklyn,Entire home/apt,$161.74,4.82
14323101,18152,2014-06-16,Fawad,"Victoria was a nice host, room was fine, but skippy the cat will drive you mad. We had to leave a day early because the cat was obsessed with our room and wanted us out. ",Manhattan Room,Upper East Side,Manhattan,Private room,$554.20,4.41
14446965,828130,2014-06-19,Matt,"Monica was great - very friendly, met me in person when I arrived to go over the house and keys. She had a nice notebook full of area information - transit, food, cafes, maps etc.<br/><br/>The room is very simple - it's basically the living room/kitchen that has a futon set up. Nothing fancy, but it's clean and comfortable. No AC, but a big fan and windows, so it was fine in June. Wifi was strong, and there is a simple kitchen/fridge if you wanted to cook.  It's on the 3rd floor, but there is an elevator or stairs.<br/><br/>The location is great. Directly across from Prospect Park, in Prospect Lefferts Gardens. A 3 minute walk to the Prospect Park Metro which gets you into Manhattan easily, or a few other parts of Brooklyn. A 10 minute walk to Crown Heights. A few cafes within a 5 minute walk, several places for food, and a good natural foods store on the corner. And having the park across the street is great - running, walking, or just getting away from concrete.",Brooklyn Apt next to Prospect Park,Prospect-Lefferts Gardens,Brooklyn,Private room,,4.71
14571953,1817510,2014-06-22,Stephanie,"It was a hot afternoon and we could not find a rooftop bar in Chelsea without a long line. We still had our luggage and just wanted to sit down. After some fun times in the subway (it's not terribly hard, but you do need to pay attention) we arrived at our destination. Charisse and Christoph's place is super close to the subway, a very easy walk. We got into the apartment with no hassle - almost as if we lived there! Upon entry there was a glorious rooftop waiting for us. It was awesome. Our own private rooftop with no line. Unfortunately we forgot the wine, but it was great nonetheless. <br/><br/>The room was perfectly set up - just enough room for the two of us. Very comfortable, bright, clean and just lovely. We felt very much at home and are really thankful to have found this place!<br/><br/>We went to dinner at Northeast Kingdom and got great tips for bars nearby. We ended up in the Lower East Side, cabbed it back to Williamsburg for another stop and later had an easy ride back to the apartment. All in all - a great place to stay if you are hanging out in Brooklyn/LES. But, it will be hard to lure in friends from Manhattan. <br/><br/>Thanks for an awesome stay!!!",Skylight BR in Gorgeous Private Rooftop Apt,Bushwick,Brooklyn,Entire home/apt,,4.73
14857267,386744,2014-06-28,Linda,Had a great stay in NY at Christina's place. The room was spacious and having a private bathroom was the best!!! The apartment is located in a very nice area  Christina was an accomodating host. Would definitely stay there again!!!  There was no TV in the room but I didn't care about that.  ,Great room priv/bathrm Eastside location 70's ST,Upper East Side,Manhattan,Private room,$88.13,4.66
15122650,1016004,2014-07-02,Nora,"I stayed with Emily and Lou for three nights during my stay in NYC and I loved every second of it. Emily left my first day but Lou did a great job hosting me and he made me an awesome breakfast every morning. Lou had a lot of tips on what to do in NY. The apartment is nice and clean and I slept like a baby on the mattress. <br/><br/>From the apartment it is easy to fin your way to Manhattan or other places by subway. I spent one day in Astoria park, which is really close, and went swimming in the outdoor pool. The area feels safe even when walking alone at night and people are helpful if you get lost. <br/><br/>Im thankful that I got to stay with you guys and I hope I can come back another time!",Clean and Cute Shared Room in Very Safe Area,Astoria,Queens,Shared room,,4.91
15125525,31994,2014-07-02,Li,Waldemar was extremely considerate and responsive to all my questions.  He even introduced me to other people staying at the residence and made me feel like I was at home.  I would definitely stay with Waldemar again.,Room with En Suite Bathroom & Deck,Clinton Hill,Brooklyn,Private room,$165.47,4.56
15089798,456190,2014-07-02,Emma,"This was our first AirBnB experience and it exceeded all our expectations. My partner Luke and I had the most fabulous week staying at Gary's apartment. It is in such a great location close to lots of bars and restaurants and a short stroll to the subway. The apartment itself is lovely, it is super stylish with a comfy bed, good shower and has everything you may need. It was also meticulously clean. Gary also provided some great advice for yummy places to eat and things to see and do. One day hopefully we come back to New York in which case we would definitely want to stay at Gary's again. ","West Village Loft, 1st floor",West Village,Manhattan,Entire home/apt,$250.52,4.67
